rayon,week_start,week_end,building_type,damaged_buildings
Dzhankoiskyi,2026-06-29,2026-07-05,Total,2
Feodosiiskyi,2026-06-29,2026-07-05,Bridge,1
Feodosiiskyi,2026-06-29,2026-07-05,Electricity supply system,2
Feodosiiskyi,2026-06-29,2026-07-05,Total,3
Iziumskyi,2026-06-29,2026-07-05,Fuel depot,1
Iziumskyi,2026-06-29,2026-07-05,Total,1
Kamianskyi,2026-06-29,2026-07-05,Agricultural facilities,1
Kamianskyi,2026-06-29,2026-07-05,Government facilities,1
Kamianskyi,2026-06-29,2026-07-05,Total,2
Kerchynskyi,2026-06-29,2026-07-05,Airport,1
Kerchynskyi,2026-06-29,2026-07-05,Total,1
Kharkivskyi,2026-06-29,2026-07-05,Electricity supply system,2
Kharkivskyi,2026-06-29,2026-07-05,Fuel depot,1
Kharkivskyi,2026-06-29,2026-07-05,Government facilities,1
Kharkivskyi,2026-06-29,2026-07-05,Industrial/Business/Enterprise facilities,2
Kharkivskyi,2026-06-29,2026-07-05,Total,6
Khersonskyi,2026-06-29,2026-07-05,Government facilities,1
Khersonskyi,2026-06-29,2026-07-05,"Health facility (hospital, health clinic)",1
Khersonskyi,2026-06-29,2026-07-05,Total,3
Khersonskyi,2026-06-29,2026-07-05,Warehouse,1
Kramatorskyi,2026-06-29,2026-07-05,"Cultural facilities (museum, theater etc.)",1
Kramatorskyi,2026-06-29,2026-07-05,Government facilities,2
Kramatorskyi,2026-06-29,2026-07-05,Industrial/Business/Enterprise facilities,1
Kramatorskyi,2026-06-29,2026-07-05,Other,1
Kramatorskyi,2026-06-29,2026-07-05,Road / Highway,1
Kramatorskyi,2026-06-29,2026-07-05,Total,6
Krasnohvardiiskyi,2026-06-29,2026-07-05,Electricity supply system,1
Krasnohvardiiskyi,2026-06-29,2026-07-05,Total,1
Krasnoperekopskyi,2026-06-29,2026-07-05,Electricity supply system,1
Krasnoperekopskyi,2026-06-29,2026-07-05,Total,1
Kryvorizkyi,2026-06-29,2026-07-05,Fuel depot,2
Kryvorizkyi,2026-06-29,2026-07-05,Total,2
Kyiv,2026-06-29,2026-07-05,"Cultural facilities (museum, theater etc.)",2
Kyiv,2026-06-29,2026-07-05,Electricity supply system,1
Kyiv,2026-06-29,2026-07-05,Energy Infrastructure (unknown type),1
Kyiv,2026-06-29,2026-07-05,"Health facility (hospital, health clinic)",3
Kyiv,2026-06-29,2026-07-05,Industrial/Business/Enterprise facilities,3
Kyiv,2026-06-29,2026-07-05,Oil depot,1
Kyiv,2026-06-29,2026-07-05,Other,1
Kyiv,2026-06-29,2026-07-05,Total,16
Kyiv,2026-06-29,2026-07-05,Warehouse,4
Lubenskyi,2026-06-29,2026-07-05,Fuel depot,1
Lubenskyi,2026-06-29,2026-07-05,Total,1
Mykolaivskyi,2026-06-29,2026-07-05,Agricultural facilities,1
Mykolaivskyi,2026-06-29,2026-07-05,Fuel depot,1
Mykolaivskyi,2026-06-29,2026-07-05,Total,3
Mykolaivskyi,2026-06-29,2026-07-05,Warehouse,1
Nikopolskyi,2026-06-29,2026-07-05,"Education facility (school, etc.)",2
Nikopolskyi,2026-06-29,2026-07-05,Fuel depot,3
Nikopolskyi,2026-06-29,2026-07-05,Government facilities,3
Nikopolskyi,2026-06-29,2026-07-05,Industrial/Business/Enterprise facilities,6
Nikopolskyi,2026-06-29,2026-07-05,Total,14
Novhorod-Siverskyi,2026-06-29,2026-07-05,"Cultural facilities (museum, theater etc.)",1
Novhorod-Siverskyi,2026-06-29,2026-07-05,Electricity supply system,1
Novhorod-Siverskyi,2026-06-29,2026-07-05,"Health facility (hospital, health clinic)",1
Novhorod-Siverskyi,2026-06-29,2026-07-05,Telecommunications,1
Novhorod-Siverskyi,2026-06-29,2026-07-05,Total,4
Novomoskovskyi,2026-06-29,2026-07-05,Agricultural facilities,1
Novomoskovskyi,2026-06-29,2026-07-05,Total,1
Pavlohradskyi,2026-06-29,2026-07-05,Industrial/Business/Enterprise facilities,1
Pavlohradskyi,2026-06-29,2026-07-05,Total,1
Poltavskyi,2026-06-29,2026-07-05,"Education facility (school, etc.)",2
Poltavskyi,2026-06-29,2026-07-05,Fuel depot,1
Poltavskyi,2026-06-29,2026-07-05,Gas supply system,1
Poltavskyi,2026-06-29,2026-07-05,Total,5
Poltavskyi,2026-06-29,2026-07-05,Warehouse,1
Romenskyi,2026-06-29,2026-07-05,Fuel depot,1
Romenskyi,2026-06-29,2026-07-05,Total,1
Shostkynskyi,2026-06-29,2026-07-05,Government facilities,1
Shostkynskyi,2026-06-29,2026-07-05,Total,1
Simferopolskyi,2026-06-29,2026-07-05,Electricity supply system,2
Simferopolskyi,2026-06-29,2026-07-05,Total,2
Sumskyi,2026-06-29,2026-07-05,Fuel depot,3
Sumskyi,2026-06-29,2026-07-05,Industrial/Business/Enterprise facilities,1
Sumskyi,2026-06-29,2026-07-05,Road / Highway,1
Sumskyi,2026-06-29,2026-07-05,Total,5
Synelnykivskyi,2026-06-29,2026-07-05,Agricultural facilities,1
Synelnykivskyi,2026-06-29,2026-07-05,"Cultural facilities (museum, theater etc.)",1
Synelnykivskyi,2026-06-29,2026-07-05,"Education facility (school, etc.)",1
Synelnykivskyi,2026-06-29,2026-07-05,Fuel depot,1
Synelnykivskyi,2026-06-29,2026-07-05,Government facilities,1
Synelnykivskyi,2026-06-29,2026-07-05,Industrial/Business/Enterprise facilities,4
Synelnykivskyi,2026-06-29,2026-07-05,Other,1
Synelnykivskyi,2026-06-29,2026-07-05,Total,10
Voznesenskyi,2026-06-29,2026-07-05,Telecommunications,1
Voznesenskyi,2026-06-29,2026-07-05,Total,1
Yevpatoriiskyi,2026-06-29,2026-07-05,Electricity supply system,7
Yevpatoriiskyi,2026-06-29,2026-07-05,Gas supply system,1
Yevpatoriiskyi,2026-06-29,2026-07-05,Total,8
Zaporizkyi,2026-06-29,2026-07-05,Agricultural facilities,1
Zaporizkyi,2026-06-29,2026-07-05,"Cultural facilities (museum, theater etc.)",2
Zaporizkyi,2026-06-29,2026-07-05,"Education facility (school, etc.)",3
Zaporizkyi,2026-06-29,2026-07-05,Gas supply system,2
Zaporizkyi,2026-06-29,2026-07-05,Industrial/Business/Enterprise facilities,9
Zaporizkyi,2026-06-29,2026-07-05,Other,2
Zaporizkyi,2026-06-29,2026-07-05,Road / Highway,1
Zaporizkyi,2026-06-29,2026-07-05,Total,22
Zaporizkyi,2026-06-29,2026-07-05,Warehouse,2
Chernihivskyi,2026-06-22,2026-06-28,"Education facility (school, etc.)",1
Chernihivskyi,2026-06-22,2026-06-28,Total,1
Dniprovskyi,2026-06-22,2026-06-28,Fuel depot,1
Dniprovskyi,2026-06-22,2026-06-28,Total,1
Feodosiiskyi,2026-06-22,2026-06-28,Electricity supply system,1
Feodosiiskyi,2026-06-22,2026-06-28,Total,1
Iziumskyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,1
Iziumskyi,2026-06-22,2026-06-28,Total,1
Izmailskyi,2026-06-22,2026-06-28,Energy Infrastructure (unknown type),1
Izmailskyi,2026-06-22,2026-06-28,Total,1
Kerchynskyi,2026-06-22,2026-06-28,Oil depot,1
Kerchynskyi,2026-06-22,2026-06-28,Railway,1
Kerchynskyi,2026-06-22,2026-06-28,Total,2
Kharkivskyi,2026-06-22,2026-06-28,"Cultural facilities (museum, theater etc.)",1
Kharkivskyi,2026-06-22,2026-06-28,Fuel depot,5
Kharkivskyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,1
Kharkivskyi,2026-06-22,2026-06-28,Total,8
Kharkivskyi,2026-06-22,2026-06-28,Warehouse,1
Khersonskyi,2026-06-22,2026-06-28,Fuel depot,1
Khersonskyi,2026-06-22,2026-06-28,Gas supply system,1
Khersonskyi,2026-06-22,2026-06-28,Total,2
Konotopskyi,2026-06-22,2026-06-28,Energy Infrastructure (unknown type),1
Konotopskyi,2026-06-22,2026-06-28,Fuel depot,1
Konotopskyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,1
Konotopskyi,2026-06-22,2026-06-28,Total,3
Koriukivskyi,2026-06-22,2026-06-28,Energy Infrastructure (unknown type),1
Koriukivskyi,2026-06-22,2026-06-28,Total,1
Kramatorskyi,2026-06-22,2026-06-28,Gas supply system,1
Kramatorskyi,2026-06-22,2026-06-28,Total,1
Krasnohradskyi,2026-06-22,2026-06-28,Fuel depot,2
Krasnohradskyi,2026-06-22,2026-06-28,Total,2
Krasnoperekopskyi,2026-06-22,2026-06-28,Bridge,1
Krasnoperekopskyi,2026-06-22,2026-06-28,Electricity supply system,1
Krasnoperekopskyi,2026-06-22,2026-06-28,Total,2
Kryvorizkyi,2026-06-22,2026-06-28,"Education facility (school, etc.)",1
Kryvorizkyi,2026-06-22,2026-06-28,Fuel depot,1
Kryvorizkyi,2026-06-22,2026-06-28,Government facilities,1
Kryvorizkyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,1
Kryvorizkyi,2026-06-22,2026-06-28,Total,4
Kupianskyi,2026-06-22,2026-06-28,"Education facility (school, etc.)",1
Kupianskyi,2026-06-22,2026-06-28,Government facilities,1
Kupianskyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,1
Kupianskyi,2026-06-22,2026-06-28,Total,3
Kyiv,2026-06-22,2026-06-28,"Health facility (hospital, health clinic)",1
Kyiv,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,1
Kyiv,2026-06-22,2026-06-28,Total,2
Mariupolskyi,2026-06-22,2026-06-28,Electricity supply system,1
Mariupolskyi,2026-06-22,2026-06-28,Total,1
Nikopolskyi,2026-06-22,2026-06-28,Agricultural facilities,1
Nikopolskyi,2026-06-22,2026-06-28,"Education facility (school, etc.)",3
Nikopolskyi,2026-06-22,2026-06-28,Fuel depot,5
Nikopolskyi,2026-06-22,2026-06-28,Government facilities,2
Nikopolskyi,2026-06-22,2026-06-28,"Health facility (hospital, health clinic)",1
Nikopolskyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,5
Nikopolskyi,2026-06-22,2026-06-28,Total,17
Novhorod-Siverskyi,2026-06-22,2026-06-28,"Education facility (school, etc.)",1
Novhorod-Siverskyi,2026-06-22,2026-06-28,Fuel depot,2
Novhorod-Siverskyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,2
Novhorod-Siverskyi,2026-06-22,2026-06-28,Total,7
Novhorod-Siverskyi,2026-06-22,2026-06-28,Warehouse,2
Novomoskovskyi,2026-06-22,2026-06-28,Fuel depot,2
Novomoskovskyi,2026-06-22,2026-06-28,Total,2
Okhtyrskyi,2026-06-22,2026-06-28,Fuel depot,1
Okhtyrskyi,2026-06-22,2026-06-28,Total,1
Pavlohradskyi,2026-06-22,2026-06-28,"Education facility (school, etc.)",1
Pavlohradskyi,2026-06-22,2026-06-28,Total,1
Poltavskyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,1
Poltavskyi,2026-06-22,2026-06-28,Total,1
Sevastopol,2026-06-22,2026-06-28,Energy Infrastructure (unknown type),1
Sevastopol,2026-06-22,2026-06-28,Total,1
Simferopolskyi,2026-06-22,2026-06-28,Electricity supply system,1
Simferopolskyi,2026-06-22,2026-06-28,Power plant,1
Simferopolskyi,2026-06-22,2026-06-28,Total,2
Sumskyi,2026-06-22,2026-06-28,"Education facility (school, etc.)",1
Sumskyi,2026-06-22,2026-06-28,Electricity supply system,1
Sumskyi,2026-06-22,2026-06-28,Fuel depot,3
Sumskyi,2026-06-22,2026-06-28,Heating and water facility,1
Sumskyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,2
Sumskyi,2026-06-22,2026-06-28,Total,9
Sumskyi,2026-06-22,2026-06-28,Warehouse,1
Synelnykivskyi,2026-06-22,2026-06-28,Agricultural facilities,2
Synelnykivskyi,2026-06-22,2026-06-28,"Cultural facilities (museum, theater etc.)",1
Synelnykivskyi,2026-06-22,2026-06-28,"Education facility (school, etc.)",1
Synelnykivskyi,2026-06-22,2026-06-28,Fuel depot,1
Synelnykivskyi,2026-06-22,2026-06-28,Government facilities,2
Synelnykivskyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,2
Synelnykivskyi,2026-06-22,2026-06-28,Total,9
Yevpatoriiskyi,2026-06-22,2026-06-28,Heating and water facility,1
Yevpatoriiskyi,2026-06-22,2026-06-28,Total,1
Zaporizkyi,2026-06-22,2026-06-28,"Cultural facilities (museum, theater etc.)",1
Zaporizkyi,2026-06-22,2026-06-28,"Education facility (school, etc.)",2
Zaporizkyi,2026-06-22,2026-06-28,Energy Infrastructure (unknown type),1
Zaporizkyi,2026-06-22,2026-06-28,Fuel depot,4
Zaporizkyi,2026-06-22,2026-06-28,Government facilities,3
Zaporizkyi,2026-06-22,2026-06-28,Industrial/Business/Enterprise facilities,3
Zaporizkyi,2026-06-22,2026-06-28,Total,15
Zaporizkyi,2026-06-22,2026-06-28,Warehouse,1
Bohodukhivskyi,2026-06-15,2026-06-21,Electricity supply system,1
Bohodukhivskyi,2026-06-15,2026-06-21,Energy Infrastructure (unknown type),1
Bohodukhivskyi,2026-06-15,2026-06-21,Road / Highway,1
Bohodukhivskyi,2026-06-15,2026-06-21,Total,3
Boryspilskyi,2026-06-15,2026-06-21,Total,1
Boryspilskyi,2026-06-15,2026-06-21,Warehouse,1
Brovarskyi,2026-06-15,2026-06-21,Total,1
Brovarskyi,2026-06-15,2026-06-21,Warehouse,1
Buchanskyi,2026-06-15,2026-06-21,Total,1
Buchanskyi,2026-06-15,2026-06-21,Warehouse,1
Dniprovskyi,2026-06-15,2026-06-21,"Cultural facilities (museum, theater etc.)",2
Dniprovskyi,2026-06-15,2026-06-21,"Education facility (school, etc.)",1
Dniprovskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,2
Dniprovskyi,2026-06-15,2026-06-21,Total,5
Kamianskyi,2026-06-15,2026-06-21,Fuel depot,1
Kamianskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,1
Kamianskyi,2026-06-15,2026-06-21,Total,2
Kerchynskyi,2026-06-15,2026-06-21,Oil depot,1
Kerchynskyi,2026-06-15,2026-06-21,Total,1
Kharkivskyi,2026-06-15,2026-06-21,"Cultural facilities (museum, theater etc.)",1
Kharkivskyi,2026-06-15,2026-06-21,"Education facility (school, etc.)",1
Kharkivskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,2
Kharkivskyi,2026-06-15,2026-06-21,Power plant,1
Kharkivskyi,2026-06-15,2026-06-21,Total,8
Kharkivskyi,2026-06-15,2026-06-21,Warehouse,3
Konotopskyi,2026-06-15,2026-06-21,"Education facility (school, etc.)",1
Konotopskyi,2026-06-15,2026-06-21,Government facilities,1
Konotopskyi,2026-06-15,2026-06-21,Total,2
Kramatorskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,6
Kramatorskyi,2026-06-15,2026-06-21,Road / Highway,1
Kramatorskyi,2026-06-15,2026-06-21,Total,7
Kropyvnytskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,1
Kropyvnytskyi,2026-06-15,2026-06-21,Total,1
Kryvorizkyi,2026-06-15,2026-06-21,Agricultural facilities,1
Kryvorizkyi,2026-06-15,2026-06-21,Fuel depot,1
Kryvorizkyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,3
Kryvorizkyi,2026-06-15,2026-06-21,Total,5
Kupianskyi,2026-06-15,2026-06-21,"Education facility (school, etc.)",1
Kupianskyi,2026-06-15,2026-06-21,Total,1
Kyiv,2026-06-15,2026-06-21,"Cultural facilities (museum, theater etc.)",7
Kyiv,2026-06-15,2026-06-21,"Education facility (school, etc.)",2
Kyiv,2026-06-15,2026-06-21,Electricity supply system,1
Kyiv,2026-06-15,2026-06-21,Government facilities,1
Kyiv,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,5
Kyiv,2026-06-15,2026-06-21,Total,18
Kyiv,2026-06-15,2026-06-21,Warehouse,2
Mykolaivskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,1
Mykolaivskyi,2026-06-15,2026-06-21,Total,1
Myrhorodskyi,2026-06-15,2026-06-21,Total,1
Myrhorodskyi,2026-06-15,2026-06-21,Warehouse,1
Nikopolskyi,2026-06-15,2026-06-21,Agricultural facilities,1
Nikopolskyi,2026-06-15,2026-06-21,"Education facility (school, etc.)",2
Nikopolskyi,2026-06-15,2026-06-21,Fuel depot,1
Nikopolskyi,2026-06-15,2026-06-21,Government facilities,2
Nikopolskyi,2026-06-15,2026-06-21,"Health facility (hospital, health clinic)",2
Nikopolskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,8
Nikopolskyi,2026-06-15,2026-06-21,Religious facilities,1
Nikopolskyi,2026-06-15,2026-06-21,Total,17
Novhorod-Siverskyi,2026-06-15,2026-06-21,"Cultural facilities (museum, theater etc.)",1
Novhorod-Siverskyi,2026-06-15,2026-06-21,Total,1
Novomoskovskyi,2026-06-15,2026-06-21,Government facilities,2
Novomoskovskyi,2026-06-15,2026-06-21,Total,2
Odeskyi,2026-06-15,2026-06-21,Agricultural facilities,1
Odeskyi,2026-06-15,2026-06-21,Total,2
Odeskyi,2026-06-15,2026-06-21,Warehouse,1
Okhtyrskyi,2026-06-15,2026-06-21,Fuel depot,2
Okhtyrskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,1
Okhtyrskyi,2026-06-15,2026-06-21,Total,3
Oleksandriiskyi,2026-06-15,2026-06-21,Agricultural facilities,1
Oleksandriiskyi,2026-06-15,2026-06-21,Total,1
Poltavskyi,2026-06-15,2026-06-21,Energy Infrastructure (unknown type),1
Poltavskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,2
Poltavskyi,2026-06-15,2026-06-21,Total,4
Poltavskyi,2026-06-15,2026-06-21,Warehouse,1
Shostkynskyi,2026-06-15,2026-06-21,"Cultural facilities (museum, theater etc.)",1
Shostkynskyi,2026-06-15,2026-06-21,"Education facility (school, etc.)",2
Shostkynskyi,2026-06-15,2026-06-21,Government facilities,1
Shostkynskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,1
Shostkynskyi,2026-06-15,2026-06-21,Total,5
Sumskyi,2026-06-15,2026-06-21,"Cultural facilities (museum, theater etc.)",1
Sumskyi,2026-06-15,2026-06-21,"Education facility (school, etc.)",1
Sumskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,4
Sumskyi,2026-06-15,2026-06-21,Total,8
Sumskyi,2026-06-15,2026-06-21,Warehouse,2
Synelnykivskyi,2026-06-15,2026-06-21,"Education facility (school, etc.)",4
Synelnykivskyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,1
Synelnykivskyi,2026-06-15,2026-06-21,Total,5
Yevpatoriiskyi,2026-06-15,2026-06-21,Gas supply system,1
Yevpatoriiskyi,2026-06-15,2026-06-21,Total,1
Zaporizkyi,2026-06-15,2026-06-21,"Cultural facilities (museum, theater etc.)",3
Zaporizkyi,2026-06-15,2026-06-21,"Education facility (school, etc.)",3
Zaporizkyi,2026-06-15,2026-06-21,Fuel depot,1
Zaporizkyi,2026-06-15,2026-06-21,Government facilities,2
Zaporizkyi,2026-06-15,2026-06-21,Industrial/Business/Enterprise facilities,4
Zaporizkyi,2026-06-15,2026-06-21,Total,13
Bohodukhivskyi,2026-06-08,2026-06-14,"Cultural facilities (museum, theater etc.)",1
Bohodukhivskyi,2026-06-08,2026-06-14,"Education facility (school, etc.)",1
Bohodukhivskyi,2026-06-08,2026-06-14,Government facilities,2
Bohodukhivskyi,2026-06-08,2026-06-14,"Health facility (hospital, health clinic)",2
Bohodukhivskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,1
Bohodukhivskyi,2026-06-08,2026-06-14,Total,7
Chernihivskyi,2026-06-08,2026-06-14,"Education facility (school, etc.)",1
Chernihivskyi,2026-06-08,2026-06-14,Total,1
Chuhuivskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,2
Chuhuivskyi,2026-06-08,2026-06-14,Total,2
Dniprovskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,2
Dniprovskyi,2026-06-08,2026-06-14,Total,2
Kharkivskyi,2026-06-08,2026-06-14,"Cultural facilities (museum, theater etc.)",1
Kharkivskyi,2026-06-08,2026-06-14,Government facilities,1
Kharkivskyi,2026-06-08,2026-06-14,"Health facility (hospital, health clinic)",1
Kharkivskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,5
Kharkivskyi,2026-06-08,2026-06-14,Religious facilities,1
Kharkivskyi,2026-06-08,2026-06-14,Total,10
Kharkivskyi,2026-06-08,2026-06-14,Warehouse,1
Koriukivskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,1
Koriukivskyi,2026-06-08,2026-06-14,Total,1
Korostenskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,1
Korostenskyi,2026-06-08,2026-06-14,Total,1
Kramatorskyi,2026-06-08,2026-06-14,"Education facility (school, etc.)",1
Kramatorskyi,2026-06-08,2026-06-14,Fuel depot,1
Kramatorskyi,2026-06-08,2026-06-14,Government facilities,1
Kramatorskyi,2026-06-08,2026-06-14,"Health facility (hospital, health clinic)",1
Kramatorskyi,2026-06-08,2026-06-14,Total,4
Krasnoperekopskyi,2026-06-08,2026-06-14,Bridge,1
Krasnoperekopskyi,2026-06-08,2026-06-14,Electricity supply system,1
Krasnoperekopskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,1
Krasnoperekopskyi,2026-06-08,2026-06-14,Total,3
Kryvorizkyi,2026-06-08,2026-06-14,Fuel depot,1
Kryvorizkyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,1
Kryvorizkyi,2026-06-08,2026-06-14,Total,2
Kupianskyi,2026-06-08,2026-06-14,"Health facility (hospital, health clinic)",1
Kupianskyi,2026-06-08,2026-06-14,Total,1
Lozivskyi,2026-06-08,2026-06-14,Railway,1
Lozivskyi,2026-06-08,2026-06-14,Total,1
Mykolaivskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,1
Mykolaivskyi,2026-06-08,2026-06-14,Total,1
Nikopolskyi,2026-06-08,2026-06-14,"Education facility (school, etc.)",1
Nikopolskyi,2026-06-08,2026-06-14,Fuel depot,2
Nikopolskyi,2026-06-08,2026-06-14,Government facilities,5
Nikopolskyi,2026-06-08,2026-06-14,"Health facility (hospital, health clinic)",2
Nikopolskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,10
Nikopolskyi,2026-06-08,2026-06-14,Total,20
Novhorod-Siverskyi,2026-06-08,2026-06-14,Fuel depot,1
Novhorod-Siverskyi,2026-06-08,2026-06-14,Government facilities,1
Novhorod-Siverskyi,2026-06-08,2026-06-14,Total,3
Novhorod-Siverskyi,2026-06-08,2026-06-14,Warehouse,1
Pavlohradskyi,2026-06-08,2026-06-14,Fuel depot,3
Pavlohradskyi,2026-06-08,2026-06-14,Government facilities,1
Pavlohradskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,2
Pavlohradskyi,2026-06-08,2026-06-14,Total,6
Poltavskyi,2026-06-08,2026-06-14,Agricultural facilities,1
Poltavskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,1
Poltavskyi,2026-06-08,2026-06-14,Total,2
Simferopolskyi,2026-06-08,2026-06-14,Oil depot,1
Simferopolskyi,2026-06-08,2026-06-14,Total,1
Skadovskyi,2026-06-08,2026-06-14,Bridge,2
Skadovskyi,2026-06-08,2026-06-14,Total,2
Sumskyi,2026-06-08,2026-06-14,Agricultural facilities,1
Sumskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,1
Sumskyi,2026-06-08,2026-06-14,Railway,1
Sumskyi,2026-06-08,2026-06-14,Total,3
Synelnykivskyi,2026-06-08,2026-06-14,Agricultural facilities,1
Synelnykivskyi,2026-06-08,2026-06-14,"Cultural facilities (museum, theater etc.)",1
Synelnykivskyi,2026-06-08,2026-06-14,"Education facility (school, etc.)",3
Synelnykivskyi,2026-06-08,2026-06-14,Government facilities,2
Synelnykivskyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,1
Synelnykivskyi,2026-06-08,2026-06-14,Total,8
Yevpatoriiskyi,2026-06-08,2026-06-14,Power plant,1
Yevpatoriiskyi,2026-06-08,2026-06-14,Total,1
Zaporizkyi,2026-06-08,2026-06-14,Electricity supply system,1
Zaporizkyi,2026-06-08,2026-06-14,Industrial/Business/Enterprise facilities,4
Zaporizkyi,2026-06-08,2026-06-14,Other,1
Zaporizkyi,2026-06-08,2026-06-14,Total,6
Bashtanskyi,2026-06-01,2026-06-07,Total,1
Bashtanskyi,2026-06-01,2026-06-07,Warehouse,1
Bilhorod-Dnistrovskyi,2026-06-01,2026-06-07,Government facilities,1
